@timestamp,@message
"
2024-05-31 19:02:59.279,"REPORT RequestId: 0310c12c-d93f-4d6c-8fa4-99ea12034028	Duration: 182.04 ms	Billed Duration: 183 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:59.272,"REPORT RequestId: 9908a606-2b22-472d-92ab-bd1c9fad9a0a	Duration: 204.30 ms	Billed Duration: 205 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.255,"REPORT RequestId: 90846130-64b0-485a-87c3-c99e00ac5faf	Duration: 185.98 ms	Billed Duration: 186 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.249,"REPORT RequestId: 99046814-c1b5-4bfb-b7c8-f2567e491ed1	Duration: 87.54 ms	Billed Duration: 88 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.249,"REPORT RequestId: baf403eb-7c3b-4ea6-b7c1-df80c76a51e9	Duration: 77.58 ms	Billed Duration: 78 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.246,"REPORT RequestId: 40b28517-5f62-4683-b459-000734276550	Duration: 963.00 ms	Billed Duration: 964 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:59.240,"REPORT RequestId: 5b732308-70b8-4171-a8af-63975b6611e4	Duration: 462.29 ms	Billed Duration: 463 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:59.238,"REPORT RequestId: 780d2475-6169-4dd2-a4d8-e375b561408d	Duration: 947.54 ms	Billed Duration: 948 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:59.236,"REPORT RequestId: 0e9e67b9-fb07-4438-9dd2-fa07ce69fe0f	Duration: 196.94 ms	Billed Duration: 197 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:59.234,"REPORT RequestId: 64142b10-ad66-4fd0-8b61-634f5377f0a8	Duration: 84.12 ms	Billed Duration: 85 ms	Memory Size: 512 MB	Max Memory Used: 104 MB	
"
2024-05-31 19:02:59.231,"REPORT RequestId: 5f552a02-d522-453f-9761-c8d93da04b2d	Duration: 91.07 ms	Billed Duration: 92 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.224,"REPORT RequestId: 78a035fb-b3ba-40df-9eca-6ca3158acee5	Duration: 87.46 ms	Billed Duration: 88 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:59.217,"REPORT RequestId: 7f5fc262-e5a9-4833-ad2a-a133de4420c3	Duration: 690.73 ms	Billed Duration: 691 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.213,"REPORT RequestId: 44207a0b-d049-41d1-be60-a9e836a2574e	Duration: 181.42 ms	Billed Duration: 182 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:59.194,"REPORT RequestId: 80189c5e-7825-4721-b11c-25895a924099	Duration: 104.53 ms	Billed Duration: 105 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:59.180,"REPORT RequestId: debefc5d-d1bb-42c0-b7c5-d88bed1ded30	Duration: 88.02 ms	Billed Duration: 89 ms	Memory Size: 512 MB	Max Memory Used: 104 MB	
"
2024-05-31 19:02:59.172,"REPORT RequestId: df663b00-77b8-4798-828b-b6e2034f2f11	Duration: 103.15 ms	Billed Duration: 104 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.158,"REPORT RequestId: 77a5484a-cde8-4114-98b1-23fa87876224	Duration: 449.68 ms	Billed Duration: 450 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.152,"REPORT RequestId: af56941d-a901-401a-a04d-3a34dc46921c	Duration: 590.32 ms	Billed Duration: 591 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.144,"REPORT RequestId: ddcc4a6b-bf3e-412b-a1d5-04424682eedf	Duration: 229.63 ms	Billed Duration: 230 ms	Memory Size: 512 MB	Max Memory Used: 104 MB	
"
2024-05-31 19:02:59.134,"REPORT RequestId: 7139b6ad-40e0-415a-9adc-dbd1293bf07b	Duration: 450.44 ms	Billed Duration: 451 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.129,"REPORT RequestId: c540298f-91a1-4874-b0f8-c4b1b0c62b7a	Duration: 172.07 ms	Billed Duration: 173 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:59.106,"REPORT RequestId: 9b199d80-b3c5-4cfc-b703-2c0f8ffd4e14	Duration: 94.38 ms	Billed Duration: 95 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:59.100,"REPORT RequestId: 02c1ff86-a28d-4a26-b928-2740c7d5c16f	Duration: 181.54 ms	Billed Duration: 182 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:59.093,"REPORT RequestId: accd8220-e966-400f-96c6-b14dcac5cfc1	Duration: 445.28 ms	Billed Duration: 446 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:59.089,"REPORT RequestId: 83fe36b8-f81c-40ca-8358-640d4b6c85d4	Duration: 198.40 ms	Billed Duration: 199 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.086,"REPORT RequestId: 867c6ef4-9c25-4e2f-b46c-5e37f8c5539e	Duration: 88.02 ms	Billed Duration: 89 ms	Memory Size: 512 MB	Max Memory Used: 104 MB	
"
2024-05-31 19:02:59.077,"REPORT RequestId: b8017c12-e468-4350-a626-98791d457bb9	Duration: 227.21 ms	Billed Duration: 228 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:59.076,"REPORT RequestId: f83e0029-9d82-41d3-9dac-d899c74ef258	Duration: 79.14 ms	Billed Duration: 80 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:59.066,"REPORT RequestId: 15a7aa3c-a31b-4b4f-bf4c-140a886a3664	Duration: 94.50 ms	Billed Duration: 95 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:59.063,"REPORT RequestId: 58e525c4-fdaa-4718-a528-79aba83848e9	Duration: 198.50 ms	Billed Duration: 199 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.060,"REPORT RequestId: 7ce7b710-0f54-45ed-8e0a-05d53eaf37e3	Duration: 120.80 ms	Billed Duration: 121 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.059,"REPORT RequestId: 0b2e351c-0b9f-475e-8c0c-60384c9cfdca	Duration: 96.61 ms	Billed Duration: 97 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.054,"REPORT RequestId: dfcae511-a8ba-4488-8a5c-901f625ab9d2	Duration: 98.33 ms	Billed Duration: 99 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:59.028,"REPORT RequestId: 6dc50448-c913-4d9b-b411-51d8ca758d65	Duration: 212.72 ms	Billed Duration: 213 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:59.026,"REPORT RequestId: efec9c87-9ed1-464f-a276-966ee93243c8	Duration: 455.52 ms	Billed Duration: 456 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.998,"REPORT RequestId: 0f41f807-c4d6-4b00-a817-d224bef7a8e1	Duration: 83.34 ms	Billed Duration: 84 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.994,"REPORT RequestId: 02ab4bbc-89a2-41a5-9af8-014020d01277	Duration: 233.31 ms	Billed Duration: 234 ms	Memory Size: 512 MB	Max Memory Used: 104 MB	
"
2024-05-31 19:02:58.992,"REPORT RequestId: 83cc4246-878a-4db3-ad57-4fe29535413e	Duration: 84.57 ms	Billed Duration: 85 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.991,"REPORT RequestId: fc37220a-f0f3-4f80-b61f-1c3db2035838	Duration: 162.22 ms	Billed Duration: 163 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.945,"REPORT RequestId: 01122d4b-cb67-4d14-a02e-6dcc6f28da0c	Duration: 189.40 ms	Billed Duration: 190 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.943,"REPORT RequestId: 7f844e79-39b3-4d80-b373-e87e5ee94756	Duration: 481.23 ms	Billed Duration: 482 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.937,"REPORT RequestId: 2b8438e7-1067-4ffe-87b6-95f4e4a25c51	Duration: 193.19 ms	Billed Duration: 194 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.930,"REPORT RequestId: 11571556-47e6-4714-b072-ecc06cef5c55	Duration: 490.79 ms	Billed Duration: 491 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.928,"REPORT RequestId: dd3f5ae6-ab96-46e7-b136-2f293d63d144	Duration: 81.38 ms	Billed Duration: 82 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.924,"REPORT RequestId: 175947db-265a-4e76-9531-9512040629ad	Duration: 75.67 ms	Billed Duration: 76 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.903,"REPORT RequestId: 1362d303-25eb-4389-8ccb-d4aa0b5d3a9e	Duration: 83.46 ms	Billed Duration: 84 ms	Memory Size: 512 MB	Max Memory Used: 104 MB	
"
2024-05-31 19:02:58.893,"REPORT RequestId: a13beb8a-0e26-4cbb-91f0-c7e9edfd84f0	Duration: 196.23 ms	Billed Duration: 197 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.873,"REPORT RequestId: 3070fc0b-f383-4bf5-973b-75336ca78919	Duration: 86.75 ms	Billed Duration: 87 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.871,"REPORT RequestId: b6f1bca7-d9f0-4133-b14a-f163124e092f	Duration: 88.22 ms	Billed Duration: 89 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.867,"REPORT RequestId: e8ff414a-970c-4bb9-88b6-5db6c468f3e9	Duration: 735.71 ms	Billed Duration: 736 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.859,"REPORT RequestId: c8ce1fbd-081a-48a3-ad4e-01b0293cf7d2	Duration: 548.86 ms	Billed Duration: 549 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.844,"REPORT RequestId: eb09ac05-c120-4990-bf81-746ef919f592	Duration: 492.79 ms	Billed Duration: 493 ms	Memory Size: 512 MB	Max Memory Used: 112 MB	
"
2024-05-31 19:02:58.835,"REPORT RequestId: d90b374d-ac70-4fbe-913f-eab68da6364a	Duration: 178.61 ms	Billed Duration: 179 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.834,"REPORT RequestId: 2c3b3d37-3232-4307-ae9f-bf5ba3881537	Duration: 82.32 ms	Billed Duration: 83 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.828,"REPORT RequestId: 5ed1a489-ce9d-49c6-b5ca-3bc9ffdb1dee	Duration: 101.29 ms	Billed Duration: 102 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.826,"REPORT RequestId: b7e5c9e0-1d6d-4c66-9359-6515f8eaa3bb	Duration: 484.37 ms	Billed Duration: 485 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.803,"REPORT RequestId: 26f6e668-5ccf-4b84-9efd-48b61d273976	Duration: 104.15 ms	Billed Duration: 105 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.785,"REPORT RequestId: ca931487-48f9-4989-9ae3-5f54b02ce92b	Duration: 176.84 ms	Billed Duration: 177 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.782,"REPORT RequestId: 8021d428-f628-49dc-818d-a1ee77a877aa	Duration: 88.71 ms	Billed Duration: 89 ms	Memory Size: 512 MB	Max Memory Used: 104 MB	
"
2024-05-31 19:02:58.774,"REPORT RequestId: e43f87c2-3566-43ac-9a5a-7534274d50dd	Duration: 79.80 ms	Billed Duration: 80 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.764,"REPORT RequestId: 3364bf30-e4e5-4100-aed5-7a15783b601f	Duration: 175.01 ms	Billed Duration: 176 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.750,"REPORT RequestId: d7f6eeb6-fe3b-4238-813a-84a374cae140	Duration: 89.23 ms	Billed Duration: 90 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.735,"REPORT RequestId: c89d688f-b618-4d58-8e81-4c9f2d076cca	Duration: 81.45 ms	Billed Duration: 82 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.698,"REPORT RequestId: e87b5471-5334-4795-9699-7539428e9d7e	Duration: 92.05 ms	Billed Duration: 93 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.698,"REPORT RequestId: 9a7c8b96-adbc-4f26-9376-b31b41a59e48	Duration: 64.06 ms	Billed Duration: 65 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.687,"REPORT RequestId: 6edf6adb-e605-40bf-b96c-743b15cc9bee	Duration: 174.26 ms	Billed Duration: 175 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.679,"REPORT RequestId: 51fa154d-9292-430a-884f-8e60217ceede	Duration: 87.50 ms	Billed Duration: 88 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.637,"REPORT RequestId: 17de7132-d689-4af1-9a2c-9b2613d31558	Duration: 92.15 ms	Billed Duration: 93 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.635,"REPORT RequestId: d254d294-4970-429a-bf4a-cd6721ecaabd	Duration: 82.99 ms	Billed Duration: 83 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.633,"REPORT RequestId: acec214c-e85a-4bbd-b7c2-53f2f8870020	Duration: 180.52 ms	Billed Duration: 181 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.611,"REPORT RequestId: 45c7f473-dc4f-4190-b112-137e9bb03e3b	Duration: 90.56 ms	Billed Duration: 91 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.604,"REPORT RequestId: faa99656-2dde-43cb-8fdb-41c0d0957ac6	Duration: 475.29 ms	Billed Duration: 476 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.582,"REPORT RequestId: 70f5080d-51d4-4d21-8e42-c746e6cde962	Duration: 84.34 ms	Billed Duration: 85 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.569,"REPORT RequestId: 7e94e770-e639-4214-ad7a-8a8898517934	Duration: 84.38 ms	Billed Duration: 85 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.560,"REPORT RequestId: e3902d40-1c5b-4243-b644-705e96a5519c	Duration: 479.97 ms	Billed Duration: 480 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.559,"REPORT RequestId: 3a2ffeb3-89b7-431d-829e-a79ba0e8b7f1	Duration: 529.02 ms	Billed Duration: 530 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.555,"REPORT RequestId: d9b8e325-c9f9-4f9f-8ae5-caaf204f0ef4	Duration: 83.74 ms	Billed Duration: 84 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.532,"REPORT RequestId: b1d28bf9-735a-40aa-bcf6-72afa6231973	Duration: 178.65 ms	Billed Duration: 179 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.525,"REPORT RequestId: c595ac16-359d-406e-b3a6-c634d616ba9f	Duration: 469.38 ms	Billed Duration: 470 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.515,"REPORT RequestId: 31afa765-5f08-4f44-8733-cf2f65c628a7	Duration: 754.40 ms	Billed Duration: 755 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.506,"REPORT RequestId: fecb1320-2cf1-4a14-98c9-71c4f9ed6652	Duration: 80.88 ms	Billed Duration: 81 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.475,"REPORT RequestId: 6eb7aa2f-e5f9-4c22-89db-49b8ba5c8696	Duration: 424.15 ms	Billed Duration: 425 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.474,"REPORT RequestId: 49f21de2-e64e-4d46-a1e6-8fdb6fd9fb1d	Duration: 484.80 ms	Billed Duration: 485 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.437,"REPORT RequestId: 07d9be6d-982f-4058-9701-9c7971fabed1	Duration: 181.89 ms	Billed Duration: 182 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.419,"REPORT RequestId: 65c5edf5-9629-406a-96ef-da50d2f9082c	Duration: 496.03 ms	Billed Duration: 497 ms	Memory Size: 512 MB	Max Memory Used: 114 MB	
"
2024-05-31 19:02:58.396,"REPORT RequestId: be626a77-432e-4f31-82db-82664dff250b	Duration: 846.24 ms	Billed Duration: 847 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.384,"REPORT RequestId: 8731fd2e-71d4-4614-b0d8-3755c062c487	Duration: 78.88 ms	Billed Duration: 79 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.381,"REPORT RequestId: c7281f93-10d5-443b-bd35-2d814e2d75ff	Duration: 72.46 ms	Billed Duration: 73 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.369,"REPORT RequestId: 70084baa-cda3-45c7-8bff-87efb09cf250	Duration: 651.28 ms	Billed Duration: 652 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.368,"REPORT RequestId: b9d1c357-6e85-400b-8d4f-ea99f9eaa882	Duration: 101.07 ms	Billed Duration: 102 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.345,"REPORT RequestId: ee7208ac-15a3-4c1e-9da3-7a1109b645ae	Duration: 545.29 ms	Billed Duration: 546 ms	Memory Size: 512 MB	Max Memory Used: 112 MB	
"
2024-05-31 19:02:58.339,"REPORT RequestId: 1dea4f8a-d1d1-4cc2-8d18-bf54054a1d51	Duration: 187.01 ms	Billed Duration: 188 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.330,"REPORT RequestId: 738a573c-ef37-452a-b695-4f6a855264cc	Duration: 498.20 ms	Billed Duration: 499 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.303,"REPORT RequestId: 3a9b6228-4900-4257-9eab-6d4f69a3b13b	Duration: 785.74 ms	Billed Duration: 786 ms	Memory Size: 512 MB	Max Memory Used: 105 MB	
"
2024-05-31 19:02:58.294,"REPORT RequestId: c726d479-6c2d-4a7d-b1ab-0638da962ced	Duration: 470.47 ms	Billed Duration: 471 ms	Memory Size: 512 MB	Max Memory Used: 116 MB	
"
2024-05-31 19:02:58.285,"REPORT RequestId: 8713ab51-aba4-49d8-b530-631ecd78f511	Duration: 82.30 ms	Billed Duration: 83 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.272,"REPORT RequestId: a68c2f29-e2f6-4757-b4e6-106b8fcc2671	Duration: 504.11 ms	Billed Duration: 505 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.269,"REPORT RequestId: 53808c1d-4f54-4fe7-9027-49572875b3ed	Duration: 636.13 ms	Billed Duration: 637 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
"
2024-05-31 19:02:58.256,"REPORT RequestId: 94ae19d3-d984-4c86-99ac-09eb0175a3f6	Duration: 463.08 ms	Billed Duration: 464 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.241,"REPORT RequestId: f138fec4-6552-4482-9523-099819f8b24b	Duration: 517.65 ms	Billed Duration: 518 ms	Memory Size: 512 MB	Max Memory Used: 115 MB	
"
2024-05-31 19:02:58.186,"REPORT RequestId: a412a543-6ae9-4b7e-a1b2-2e853fcd99ba	Duration: 622.82 ms	Billed Duration: 623 ms	Memory Size: 512 MB	Max Memory Used: 113 MB	
